Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
15882, 1467, 3
16212, 1537, 4
16469, 1466, 3
16742, 1397, 3
17002, 1467, 3
17239, 1467, 4
17532, 1467, 4
17764, 1397, 4
18050, 1118, 3
18322, 1118, 4
18622, 1118, 3
18893, 1118, 4
19241, 1118, 5
19515, 1118, 3
19841, 1118, 4
20185, 1118, 4
20489, 1397, 3
20780, 1397, 3
21063, 1397, 3
21343, 1397, 4
21659, 1397, 4
21984, 1327, 2
22323, 1466, 3
22592, 1467, 4
22900, 1467, 3
23197, 1467, 4
23479, 1467, 4
23725, 1467, 3
23979, 1467, 3
24324, 1467, 4
24619, 1397, 3
24919, 1397, 4
25188, 1467, 4
25448, 1467, 4
25723, 1467, 3
26013, 1397, 3
26316, 1467, 4
26590, 1467, 4
26883, 1397, 3
27112, 1397, 3
27334, 1397, 2
27683, 1397, 4
27946, 1397, 3

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
5, 3, 1606,0, 1410
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
43990, 1327, 1
2984, 1607, 28
36100, 1886, 55
48396, 2095, 82
37232, 2374, 109
18775, 2584, 136
31972, 2864, 163
22482, 3143, 190
16291, 3492, 217
2181, 3702, 244
22322, 3980, 271
4109, 4121, 298
8498, 4539, 325
49906, 4680, 352
28763, 5028, 379
14085, 5168, 406
44296, 5518, 433
3318, 5866, 460
39498, 6076, 487
46433, 6425, 514
38428, 6565, 541
52060, 6844, 568
32691, 15784, 595
5463, 7892, 622
35899, 8171, 649
17512, 8451, 676
16333, 8730, 703
51530, 9219, 730
24307, 9359, 757
29042, 9568, 784
17871, 9917, 811
13, 10127, 838
27602, 10476, 865
18035, 10825, 892
46842, 11105, 919
34832, 11384, 946
35922, 16762, 973
15848, 11174, 1000
15657, 11384, 1027
14895, 11593, 1054
40108, 11873, 1081
33409, 12083, 1108
8580, 12501, 1135
47435, 12642, 1162
51065, 12991, 1189
31488, 13200, 1216
29986, 13549, 1243
11320, 13828, 1270
40669, 13968, 1297
39448, 14178, 1324
16198, 14527, 1351
35667, 14806, 1378
37142, 15016, 1405
26168, 15225, 1432
15234, 15574, 1459
25029, 16063, 1486
51027, 16203, 1513
35088, 16482, 1540
43425, 16692, 1567
53097, 16762, 1594
36453, 17180, 1621
36025, 17530, 1648
11681, 17670, 1675
42684, 17949, 1702
10984, 18299, 1729
3779, 18508, 1756
35889, 12431, 1125
2956, 18927, 1810
11107, 19416, 1837
37493, 19695, 1864
32769, 19835, 1891
38283, 20115, 1918
25457, 20324, 1945
39524, 20673, 1972
44113, 9080, 796
6029, 21371, 2026
41704, 21441, 2053
3379, 21720, 2080
53368, 22070, 2107
14400, 22280, 2134
13631, 22489, 2161
50281, 41975, 2188
4022, 24863, 2215
43099, 25213, 2242
17265, 25492, 2269
21028, 25771, 2296
47209, 31638, 2323
10397, 24374, 2350
17094, 24654, 2377
661, 24863, 2404
16001, 10895, 983
26226, 25423, 2458
34390, 25772, 2485
53422, 26120, 2512
39716, 26191, 2539
23143, 26400, 2566
49468, 26749, 2593
45731, 27099, 2620
28657, 27308, 2647
18242, 27587, 2674

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
2674, 1304, 41975,0, 14673


BST Search
Item, Running Time, Numer of comparisons
43990, 1537, 1
2984, 1467, 6
36100, 5169, 7
48396, 5238, 9
37232, 5238, 8
18775, 5587, 8
31972, 5168, 10
22482, 5308, 7
16291, 5098, 12
2181, 1537, 10
22322, 2235, 9
4109, 1537, 13
8498, 2026, 13
49906, 2025, 8
28763, 1606, 12
14085, 2095, 11
44296, 1536, 7
3318, 1537, 12
39498, 1606, 15
46433, 2305, 11
38428, 1607, 14
52060, 1606, 12
32691, 1606, 12
5463, 1606, 11
35899, 1606, 13
17512, 1537, 17
16333, 2165, 14
51530, 2584, 12
24307, 1536, 12
29042, 1536, 10
17871, 1607, 14
13, 1466, 10
27602, 1537, 13
18035, 1537, 14
46842, 1606, 13
34832, 1537, 13
35922, 1537, 15
15848, 1536, 13
15657, 1537, 12
14895, 1467, 11
40108, 1607, 20
33409, 1536, 15
8580, 1536, 15
47435, 1536, 11
51065, 1607, 14
31488, 1537, 14
29986, 1466, 10
11320, 1467, 12
40669, 1536, 17
39448, 1606, 18
16198, 1537, 15
35667, 1466, 12
37142, 7194, 14
26168, 1537, 14
15234, 1536, 15
25029, 1396, 11
51027, 1537, 16
35088, 1467, 16
43425, 1676, 19
53097, 1607, 14
36453, 1466, 10
36025, 1467, 16
11681, 1467, 11
42684, 1466, 12
10984, 1537, 12
3779, 1606, 15
35889, 1536, 15
2956, 1536, 11
11107, 1397, 10
37493, 1466, 13
32769, 1537, 16
38283, 1466, 15
25457, 1537, 15
39524, 1606, 17
44113, 1397, 6
6029, 1536, 15
41704, 1537, 16
3379, 1606, 17
53368, 1537, 15
14400, 1536, 12
13631, 1537, 14
50281, 1536, 15
4022, 1537, 14
43099, 1606, 16
17265, 1536, 16
21028, 1537, 15
47209, 1467, 12
10397, 1606, 16
17094, 1466, 18
661, 1606, 19
16001, 1467, 13
26226, 8800, 15
34390, 2095, 18
53422, 2095, 13
39716, 1607, 18
23143, 2025, 18
49468, 1536, 10
45731, 1676, 15
28657, 1537, 16
18242, 1607, 16

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
20, 13, 8800,0, 1991


AVL Search
Item, Running Time, Numer of comparisons
43990, 1397, 3
2984, 1397, 8
36100, 1397, 7
48396, 1396, 8
37232, 1467, 10
18775, 1397, 6
31972, 1397, 7
22482, 1397, 8
16291, 1467, 8
2181, 1396, 9
22322, 1397, 6
4109, 1397, 10
8498, 1397, 7
49906, 1466, 9
28763, 1467, 10
14085, 1396, 8
44296, 1537, 10
3318, 1466, 11
39498, 1397, 11
46433, 1397, 11
38428, 1467, 11
52060, 1536, 11
32691, 1327, 8
5463, 1467, 12
35899, 1467, 9
17512, 1466, 10
16333, 1467, 9
51530, 1467, 11
24307, 1466, 10
29042, 1397, 8
17871, 1397, 10
13, 1467, 10
27602, 1536, 11
18035, 1467, 9
46842, 1466, 10
34832, 1467, 10
35922, 1467, 12
15848, 1467, 12
15657, 1467, 11
14895, 1396, 10
40108, 1467, 11
33409, 1466, 12
8580, 1467, 10
47435, 9289, 12
51065, 1606, 11
31488, 1676, 11
29986, 1607, 10
11320, 1676, 10
40669, 1606, 11
39448, 1537, 12
16198, 2095, 12
35667, 1467, 10
37142, 1467, 11
26168, 1536, 12
15234, 1467, 9
25029, 1467, 10
51027, 1676, 13
35088, 1466, 13
43425, 1536, 12
53097, 1606, 11
36453, 1467, 10
36025, 1606, 12
11681, 1467, 10
42684, 1536, 12
10984, 1606, 11
3779, 1607, 12
35889, 1467, 10
2956, 1536, 11
11107, 1466, 11
37493, 1537, 10
32769, 1536, 11
38283, 1536, 13
25457, 1536, 12
39524, 1537, 14
44113, 1536, 10
6029, 1466, 12
41704, 1607, 13
3379, 1537, 13
53368, 1467, 13
14400, 1537, 10
13631, 1467, 11
50281, 1606, 14
4022, 1536, 13
43099, 1607, 14
17265, 1467, 12
21028, 1537, 12
47209, 1606, 13
10397, 1536, 10
17094, 1607, 13
661, 1607, 13
16001, 1467, 8
26226, 1607, 13
34390, 1606, 13
53422, 1536, 13
39716, 1607, 14
23143, 1537, 14
49468, 1537, 12
45731, 1676, 14
28657, 1536, 13
18242, 1537, 12

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
14, 10, 9289,0, 1585
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
18, 1118, 1
373, 1606, 29
655, 1956, 57
968, 2235, 85
1292, 2514, 113
1575, 2723, 141
1861, 3073, 169
2163, 3422, 197
2425, 3701, 225
2711, 5657, 253
2962, 5168, 281
3245, 4539, 309
3514, 4889, 337
3787, 5168, 365
4106, 5518, 393
4368, 5796, 421
4645, 6146, 449
4946, 6356, 477
5267, 6774, 505
5577, 6915, 533
5861, 7404, 561
6129, 7682, 589
6427, 7962, 617
6715, 8311, 645
7048, 8661, 673
7351, 8731, 701
7675, 9220, 729
7959, 9359, 757
8253, 9708, 785
8510, 9917, 813
8781, 10197, 841
9055, 10686, 869
9359, 11035, 897
9649, 11175, 925
9962, 11524, 953
10242, 11733, 981
10571, 12083, 1009
10841, 12432, 1037
11158, 12571, 1065
11456, 13061, 1093
11774, 13131, 1121
12092, 13549, 1149
12354, 13829, 1177
12646, 14108, 1205
12905, 14457, 1233
13212, 14667, 1261
13543, 15086, 1289
13845, 15365, 1317
14151, 15575, 1345
14464, 15924, 1373
14738, 16203, 1401
15041, 16482, 1429
15365, 16831, 1457
15668, 17041, 1485
16008, 17321, 1513
16335, 17670, 1541
16616, 17949, 1569
16940, 18089, 1597
17227, 18787, 1625
17523, 18717, 1653
17818, 19136, 1681
18085, 19416, 1709
18406, 19765, 1737
18798, 20114, 1765
19113, 20324, 1793
19392, 20603, 1821
19744, 20743, 1849
20063, 21302, 1877
20376, 21581, 1905
20659, 21721, 1933
20932, 23257, 1961
21242, 22209, 1989
21547, 22698, 2017
21832, 23117, 2045
22117, 23257, 2073
22422, 23606, 2101
22743, 24095, 2129
23104, 23956, 2157
23382, 24514, 2185
23626, 28286, 2213
23895, 25143, 2241
24159, 25353, 2269
24431, 25842, 2297
24766, 26121, 2325
25066, 29263, 2353
25362, 26610, 2381
25604, 26959, 2409
25917, 27098, 2437
26189, 27518, 2465
26485, 27727, 2493
26809, 38482, 2521
27060, 28495, 2549
27372, 28496, 2577
27626, 28775, 2605
27919, 29124, 2633
28201, 29613, 2661
28482, 29683, 2689
28787, 29962, 2717
29074, 30311, 2745
29341, 30660, 2773

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
2773, 1387, 38482,0, 16244


Binary Search
Item, Running Time, Numer of comparisons
18, 1537, 11
373, 1536, 10
655, 1537, 11
968, 1536, 11
1292, 1606, 12
1575, 1537, 12
1861, 1466, 9
2163, 1606, 11
2425, 1537, 12
2711, 1466, 10
2962, 1467, 10
3245, 1536, 11
3514, 1467, 11
3787, 1537, 9
4106, 1397, 6
4368, 1397, 11
4645, 1118, 11
4946, 1606, 12
5267, 1397, 10
5577, 1536, 11
5861, 1537, 12
6129, 1746, 12
6427, 1536, 9
6715, 1467, 8
7048, 1466, 11
7351, 1606, 11
7675, 1536, 10
7959, 1536, 11
8253, 1537, 11
8510, 1536, 12
8781, 1537, 12
9055, 1536, 9
9359, 1537, 11
9649, 1537, 12
9962, 1467, 10
10242, 1537, 10
10571, 1536, 11
10841, 1537, 11
11158, 1467, 9
11456, 1467, 6
11774, 1467, 11
12092, 1536, 11
12354, 1606, 12
12646, 1537, 10
12905, 1536, 11
13212, 1537, 12
13543, 1607, 12
13845, 1536, 9
14151, 1467, 8
14464, 1536, 11
14738, 1536, 11
15041, 1607, 10
15365, 1467, 11
15668, 1536, 11
16008, 1537, 12
16335, 1606, 12
16616, 1467, 9
16940, 1537, 11
17227, 1536, 12
17523, 1467, 10
17818, 1537, 10
18085, 1467, 11
18406, 1467, 11
18798, 1606, 9
19113, 1397, 6
19392, 1606, 11
19744, 1607, 11
20063, 1607, 12
20376, 1467, 10
20659, 1607, 11
20932, 1536, 12
21242, 1467, 12
21547, 1397, 9
21832, 1467, 8
22117, 1467, 11
22422, 1536, 11
22743, 1467, 10
23104, 1606, 11
23382, 1536, 11
23626, 1537, 12
23895, 1606, 12
24159, 1467, 9
24431, 1536, 11
24766, 1606, 12
25066, 1467, 10
25362, 1536, 10
25604, 1607, 11
25917, 1048, 11
26189, 1536, 9
26485, 1467, 6
26809, 1536, 11
27060, 1537, 11
27372, 1537, 12
27626, 1467, 10
27919, 1537, 10
28201, 1536, 11
28482, 1467, 11
28787, 1606, 12
29074, 1536, 12
29341, 1467, 9

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
12, 10, 1746,0, 1516


BST Search
Item, Running Time, Numer of comparisons
18, 2515, 1
373, 1606, 29
655, 1886, 57
968, 2165, 85
1292, 2374, 113
1575, 2724, 141
1861, 3004, 169
2163, 3213, 197
2425, 3562, 225
2711, 3772, 253
2962, 4051, 281
3245, 4400, 309
3514, 4540, 337
3787, 4888, 365
4106, 5098, 393
4368, 5378, 421
4645, 5727, 449
4946, 5937, 477
5267, 6216, 505
5577, 6495, 533
5861, 6774, 561
6129, 7054, 589
6427, 6984, 617
6715, 7682, 645
7048, 7892, 673
7351, 8311, 701
7675, 8521, 729
7959, 8800, 757
8253, 9150, 785
8510, 9429, 813
8781, 9638, 841
9055, 9918, 869
9359, 10127, 897
9649, 10476, 925
9962, 10755, 953
10242, 11035, 981
10571, 11314, 1009
10841, 11664, 1037
11158, 11873, 1065
11456, 12222, 1093
11774, 12502, 1121
12092, 12781, 1149
12354, 12921, 1177
12646, 13340, 1205
12905, 13619, 1233
13212, 13899, 1261
13543, 14108, 1289
13845, 14387, 1317
14151, 14736, 1345
14464, 15016, 1373
14738, 15295, 1401
15041, 15574, 1429
15365, 15854, 1457
15668, 16203, 1485
16008, 16413, 1513
16335, 26470, 1541
16616, 16762, 1569
16940, 20743, 1597
17227, 18369, 1625
17523, 32616, 1653
17818, 18159, 1681
18085, 17949, 1709
18406, 18088, 1737
18798, 18438, 1765
19113, 18718, 1793
19392, 18927, 1821
19744, 19276, 1849
20063, 24514, 1877
20376, 18368, 1905
20659, 18647, 1933
20932, 18857, 1961
21242, 19066, 1989
21547, 19346, 2017
21832, 19556, 2045
22117, 19905, 2073
22422, 20045, 2101
22743, 20324, 2129
23104, 20603, 2157
23382, 20813, 2185
23626, 21022, 2213
23895, 21301, 2241
24159, 21581, 2269
24431, 21790, 2297
24766, 22000, 2325
25066, 22349, 2353
25362, 22629, 2381
25604, 22838, 2409
25917, 23048, 2437
26189, 23327, 2465
26485, 23607, 2493
26809, 23815, 2521
27060, 24165, 2549
27372, 24374, 2577
27626, 24584, 2605
27919, 24794, 2633
28201, 25003, 2661
28482, 25283, 2689
28787, 25562, 2717
29074, 36736, 2745
29341, 165454, 2773

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
2773, 1387, 165454,0, 16156


AVL Search
Item, Running Time, Numer of comparisons
18, 1536, 11
373, 1537, 11
655, 1467, 11
968, 1397, 11
1292, 1467, 11
1575, 1397, 11
1861, 1467, 11
2163, 1397, 11
2425, 1396, 11
2711, 1467, 11
2962, 1467, 11
3245, 1467, 11
3514, 1466, 11
3787, 1537, 11
4106, 1536, 11
4368, 1536, 11
4645, 1467, 11
4946, 1467, 11
5267, 1397, 11
5577, 1467, 11
5861, 1536, 11
6129, 1676, 11
6427, 1118, 11
6715, 1187, 11
7048, 1466, 11
7351, 1397, 11
7675, 1048, 11
7959, 1466, 11
8253, 1537, 11
8510, 1466, 11
8781, 1467, 11
9055, 1397, 11
9359, 1466, 11
9649, 1467, 11
9962, 1467, 11
10242, 1466, 11
10571, 1467, 11
10841, 1536, 11
11158, 1467, 11
11456, 1467, 11
11774, 1466, 11
12092, 1397, 11
12354, 1467, 11
12646, 1466, 11
12905, 1467, 11
13212, 1397, 11
13543, 1536, 11
13845, 1467, 11
14151, 1536, 11
14464, 1467, 11
14738, 1466, 11
15041, 1118, 11
15365, 1187, 11
15668, 1188, 11
16008, 1396, 11
16335, 1537, 11
16616, 1466, 11
16940, 1467, 11
17227, 1536, 11
17523, 1467, 11
17818, 1397, 11
18085, 1466, 11
18406, 1467, 11
18798, 1467, 11
19113, 1536, 12
19392, 1536, 12
19744, 1467, 12
20063, 1467, 12
20376, 1396, 12
20659, 1467, 12
20932, 1397, 12
21242, 1537, 12
21547, 1466, 12
21832, 1397, 12
22117, 1467, 13
22422, 1537, 13
22743, 1467, 13
23104, 1466, 13
23382, 1537, 13
23626, 1536, 13
23895, 1467, 13
24159, 1397, 13
24431, 1466, 13
24766, 1467, 13
25066, 1467, 13
25362, 1467, 13
25604, 1536, 13
25917, 1467, 14
26189, 1466, 14
26485, 1467, 14
26809, 1537, 14
27060, 1466, 14
27372, 1467, 14
27626, 1466, 14
27919, 1606, 15
28201, 1536, 15
28482, 1537, 15
28787, 1467, 15
29074, 1466, 16
29341, 1467, 16

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
16, 11, 1676,0, 1455


Interpolation Search
Item, Running Time, Numer of comparisons
18, 1397, 1
373, 1397, 4
655, 1467, 3
968, 1397, 3
1292, 1397, 4
1575, 1397, 4
1861, 1397, 3
2163, 1397, 4
2425, 1397, 3
2711, 1397, 3
2962, 1466, 3
3245, 1397, 3
3514, 1467, 4
3787, 1467, 4
4106, 1467, 4
4368, 1467, 4
4645, 1397, 3
4946, 1466, 4
5267, 1466, 3
5577, 1466, 3
5861, 1466, 3
6129, 1466, 4
6427, 1466, 4
6715, 1397, 3
7048, 1397, 4
7351, 1397, 3
7675, 1397, 4
7959, 1397, 3
8253, 1397, 3
8510, 1118, 3
8781, 1536, 4
9055, 1606, 4
9359, 1397, 3
9649, 1397, 3
9962, 1397, 3
10242, 1537, 5
10571, 1536, 4
10841, 1397, 3
11158, 1397, 4
11456, 9708, 3
11774, 9708, 3
12092, 1607, 4
12354, 1606, 3
12646, 2095, 3
12905, 1536, 4
13212, 1536, 4
13543, 1536, 4
13845, 1467, 4
14151, 1467, 3
14464, 1466, 3
14738, 1466, 3
15041, 1536, 3
15365, 1467, 4
15668, 1536, 4
16008, 1397, 2
16335, 1467, 3
16616, 1467, 2
16940, 1467, 3
17227, 1467, 3
17523, 1467, 3
17818, 1467, 3
18085, 1397, 2
18406, 1397, 3
18798, 1397, 4
19113, 1397, 3
19392, 1467, 3
19744, 1467, 3
20063, 1536, 4
20376, 1536, 4
20659, 1536, 4
20932, 1536, 4
21242, 1536, 3
21547, 1536, 4
21832, 1467, 3
22117, 1397, 3
22422, 1467, 4
22743, 1606, 5
23104, 1537, 4
23382, 1537, 5
23626, 1536, 4
23895, 1536, 4
24159, 1536, 4
24431, 1536, 4
24766, 1606, 4
25066, 1467, 3
25362, 1467, 5
25604, 1466, 4
25917, 1466, 3
26189, 1466, 3
26485, 1466, 3
26809, 1536, 4
27060, 1536, 3
27372, 1536, 4
27626, 1466, 4
27919, 1466, 3
28201, 1466, 3
28482, 1467, 3
28787, 1467, 4
29074, 1467, 3
29341, 1327, 2

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
5, 3, 9708,0, 1636
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
9628, 1047, 1
8658, 1606, 29
23804, 1955, 57
12871, 2235, 85
53647, 2444, 113
15385, 2724, 141
10749, 3003, 169
773, 3213, 197
46911, 3492, 225
5299, 3771, 253
30851, 4121, 281
40503, 4330, 309
53181, 4680, 337
27073, 4819, 365
54002, 5169, 393
30192, 5447, 421
8194, 5797, 449
16842, 6146, 477
42568, 6215, 505
41477, 6495, 533
48492, 6914, 561
28288, 7194, 589
18693, 7194, 617
17653, 7682, 645
18882, 7822, 673
20260, 8172, 701
47199, 8451, 729
53083, 8800, 757
36035, 9080, 785
17683, 9289, 813
14981, 9848, 841
6981, 9847, 869
27484, 9708, 897
48279, 10336, 925
37997, 10615, 953
1507, 10965, 981
50732, 11175, 1009
30949, 11594, 1037
28175, 11734, 1065
25411, 12013, 1093
39643, 12362, 1121
16742, 12502, 1149
388, 12850, 1177
29384, 13130, 1205
52345, 13410, 1233
15802, 13689, 1261
18862, 13969, 1289
45342, 14248, 1317
40905, 14596, 1345
41452, 14876, 1373
54828, 15016, 1401
42963, 15434, 1429
51729, 15644, 1457
10363, 15924, 1485
482, 16133, 1513
20828, 16482, 1541
29270, 12292, 1115
8429, 16972, 1597
46353, 17321, 1625
5935, 3981, 270
38812, 17879, 1681
32928, 18089, 1709
14319, 18438, 1737
32142, 18647, 1765
49002, 18997, 1793
1800, 19276, 1821
54078, 19346, 1849
27426, 37225, 1877
6334, 21930, 1905
11814, 22000, 1933
20035, 22210, 1961
45540, 22699, 1989
5331, 22699, 2017
55218, 28286, 2045
8478, 21721, 2073
6120, 22000, 2101
1199, 22209, 2129
45850, 22489, 2157
48444, 22769, 2185
22463, 23048, 2213
14667, 23327, 2241
43565, 23606, 2269
12662, 23885, 2297
20790, 4121, 282
9020, 24444, 2353
51008, 24934, 2381
28382, 25003, 2409
51542, 25213, 2437
51110, 25701, 2465
14523, 25841, 2493
46180, 26121, 2521
54135, 26260, 2549
28434, 26679, 2577
26955, 26889, 2605
13171, 27238, 2633
43327, 27588, 2661
45848, 27727, 2689
18429, 2793, 153
5826, 28286, 2745
41296, 28635, 2773

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
2773, 1322, 37225,0, 14642


BST Search
Item, Running Time, Numer of comparisons
9628, 1397, 1
8658, 1327, 4
23804, 1466, 10
12871, 1397, 7
53647, 1397, 7
15385, 1467, 9
10749, 1397, 7
773, 1397, 6
46911, 1467, 13
5299, 1467, 7
30851, 1537, 13
40503, 1537, 14
53181, 1048, 10
27073, 1606, 16
54002, 1466, 10
30192, 1606, 15
8194, 1467, 11
16842, 1537, 14
42568, 1537, 14
41477, 1536, 15
48492, 1607, 14
28288, 1537, 19
18693, 1607, 17
17653, 1536, 14
18882, 7194, 14
20260, 1606, 21
47199, 1467, 13
53083, 1466, 12
36035, 1467, 10
17683, 1536, 17
14981, 1607, 15
6981, 1466, 9
27484, 1537, 17
48279, 1537, 17
37997, 1466, 15
1507, 1467, 12
50732, 1536, 11
30949, 1467, 16
28175, 1606, 16
25411, 1677, 19
39643, 1537, 12
16742, 1537, 18
388, 1466, 10
29384, 1606, 19
52345, 1467, 12
15802, 1466, 14
18862, 1537, 15
45342, 1536, 16
40905, 1607, 19
41452, 1466, 16
54828, 1467, 12
42963, 1537, 18
51729, 1396, 11
10363, 1397, 12
482, 1467, 10
20828, 1677, 21
29270, 1537, 17
8429, 1467, 11
46353, 1466, 15
5935, 1467, 8
38812, 1606, 18
32928, 1537, 18
14319, 1606, 20
32142, 1536, 19
49002, 1536, 15
1800, 1467, 12
54078, 1467, 11
27426, 1537, 18
6334, 1606, 14
11814, 1397, 11
20035, 1606, 21
45540, 1607, 16
5331, 1466, 10
55218, 1537, 13
8478, 1047, 11
6120, 1467, 12
1199, 1466, 11
45850, 1467, 15
48444, 1606, 18
22463, 1536, 16
14667, 1537, 16
43565, 1606, 16
12662, 1537, 14
20790, 1537, 17
9020, 1536, 12
51008, 1537, 13
28382, 1676, 22
51542, 1466, 12
51110, 1466, 13
14523, 1537, 17
46180, 1536, 16
54135, 1467, 12
28434, 1606, 24
26955, 1536, 19
13171, 1606, 16
43327, 1537, 15
45848, 1536, 17
18429, 1467, 12
5826, 1397, 10
41296, 1466, 13

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
24, 13, 7194,0, 1562


AVL Search
Item, Running Time, Numer of comparisons
9628, 1467, 2
8658, 1397, 7
23804, 1397, 6
12871, 1396, 9
53647, 1327, 5
15385, 1537, 10
10749, 1397, 10
773, 1467, 9
46911, 1467, 10
5299, 1536, 10
30851, 1537, 11
40503, 1396, 9
53181, 1397, 7
27073, 1467, 9
54002, 1467, 11
30192, 1467, 10
8194, 1397, 9
16842, 1466, 11
42568, 1537, 11
41477, 1397, 9
48492, 1466, 11
28288, 1467, 11
18693, 1397, 7
17653, 1467, 12
18882, 1467, 8
20260, 1467, 12
47199, 1537, 10
53083, 1397, 10
36035, 1397, 9
17683, 1467, 13
14981, 1466, 9
6981, 1467, 10
27484, 1396, 8
48279, 1467, 11
37997, 1536, 10
1507, 1467, 9
50732, 1467, 10
30949, 1467, 10
28175, 1537, 11
25411, 1466, 10
39643, 1467, 9
16742, 1467, 11
388, 1467, 11
29384, 1117, 12
52345, 1607, 12
15802, 1047, 8
18862, 1537, 11
45342, 1536, 13
40905, 1537, 11
41452, 1396, 11
54828, 1607, 12
42963, 1397, 11
51729, 1396, 12
10363, 1537, 11
482, 1466, 11
20828, 1537, 13
29270, 1466, 10
8429, 1467, 11
46353, 1466, 12
5935, 1396, 7
38812, 1467, 12
32928, 1466, 10
14319, 1467, 12
32142, 1397, 12
49002, 1467, 10
1800, 1397, 11
54078, 1536, 12
27426, 1537, 11
6334, 1467, 13
11814, 1467, 11
20035, 1536, 14
45540, 1537, 12
5331, 1466, 11
55218, 1607, 12
8478, 1117, 11
6120, 1187, 12
1199, 1537, 12
45850, 1466, 11
48444, 1537, 11
22463, 1536, 11
14667, 1536, 12
43565, 1467, 13
12662, 1536, 12
20790, 1467, 11
9020, 1467, 13
51008, 1466, 13
28382, 1467, 11
51542, 1466, 13
51110, 1467, 11
14523, 1537, 13
46180, 1466, 12
54135, 1467, 13
28434, 1467, 13
26955, 1466, 12
13171, 1537, 13
43327, 1536, 13
45848, 1537, 13
18429, 1397, 11
5826, 1467, 11
41296, 1467, 11

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
14, 10, 1607,0, 1459
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
1, 1327, 1
313, 1677, 30
585, 1886, 59
894, 2095, 88
1198, 2445, 117
1502, 2724, 146
1854, 3003, 175
2153, 3283, 204
2498, 3562, 233
2780, 3981, 262
3167, 4121, 291
3462, 4400, 320
3750, 4679, 349
4040, 4959, 378
4342, 5378, 407
4656, 5587, 436
4904, 5937, 465
5227, 14597, 494
5579, 6844, 523
5841, 7194, 552
6174, 7473, 581
6484, 7752, 610
6749, 8171, 639
7081, 8521, 668
7384, 8730, 697
7736, 9009, 726
8064, 9498, 755
8386, 9708, 784
8718, 9987, 813
9057, 10197, 842
9423, 10616, 871
9704, 15993, 900
10035, 10476, 929
10339, 10685, 958
10621, 10965, 987
10938, 11314, 1016
11248, 11454, 1045
11548, 11943, 1074
11859, 12222, 1103
12205, 12432, 1132
12528, 12711, 1161
12873, 13061, 1190
13180, 13270, 1219
13488, 22768, 1248
13768, 14946, 1277
14109, 15225, 1306
14418, 15505, 1335
14698, 15784, 1364
14993, 16133, 1393
15304, 16343, 1422
15588, 16832, 1451
15903, 17112, 1480
16223, 21791, 1509
16532, 16482, 1538
16838, 16762, 1567
17195, 16971, 1596
17468, 17251, 1625
17742, 17461, 1654
18016, 18089, 1683
18282, 18089, 1712
18595, 18508, 1741
18889, 18717, 1770
19204, 18997, 1799
19530, 19277, 1828
19836, 19626, 1857
20122, 19765, 1886
20467, 20114, 1915
20835, 20463, 1944
21049, 20673, 1973
21338, 20953, 2002
21625, 30730, 2031
21958, 23327, 2060
22258, 23607, 2089
22541, 23956, 2118
22832, 24165, 2147
23132, 24514, 2176
23421, 30171, 2205
23732, 23257, 2234
24030, 23607, 2263
24323, 23886, 2292
24683, 24096, 2321
24973, 24515, 2350
25264, 24724, 2379
25651, 24933, 2408
25945, 25283, 2437
26233, 25492, 2466
26501, 25841, 2495
26809, 26190, 2524
27171, 26400, 2553
27519, 26330, 2582
27783, 27028, 2611
28068, 27378, 2640
28344, 27518, 2669
28650, 27797, 2698
28922, 29403, 2727
29249, 38412, 2756
29580, 28635, 2785
29856, 28984, 2814
30161, 29263, 2843
30490, 29543, 2872

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
2872, 1436, 38412,0, 16254


Binary Search
Item, Running Time, Numer of comparisons
1, 1537, 11
313, 1466, 10
585, 1467, 11
894, 1466, 11
1198, 1467, 9
1502, 1467, 8
1854, 1467, 9
2153, 1537, 11
2498, 1466, 12
