Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
18146, 1466, 4
18559, 1466, 3
18993, 1466, 4
19370, 1606, 5
19750, 1606, 4
20129, 1606, 4
20541, 1606, 4
20984, 1606, 4
21290, 1536, 5
21645, 1536, 4
22070, 1536, 4
22423, 1677, 6
22826, 1677, 4
23281, 1677, 4
23679, 1677, 3
24076, 1677, 3
24486, 1677, 3
24919, 1327, 2
25333, 1327, 3
25717, 1327, 2
26056, 1467, 3
26440, 1467, 3
26891, 1467, 3
27297, 1466, 3
27686, 1466, 3
28079, 1397, 3
28477, 1397, 4
28844, 1536, 3
29177, 1536, 4
29586, 1536, 3
30026, 1536, 3
30472, 1536, 3
30850, 1606, 4
31298, 1397, 3
31727, 1397, 3
32061, 1397, 4
32478, 1466, 3
32818, 1466, 3
33191, 1537, 4
33556, 1537, 4
33882, 1397, 2
34277, 1397, 2
34650, 1397, 3
35077, 1397, 3
35493, 1397, 3
35844, 1397, 3
36296, 1397, 4
36616, 1397, 2
36977, 1397, 4
37371, 1397, 3
37715, 1467, 4
38141, 1467, 3
38565, 1467, 2

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
6, 3, 2235,0, 1537
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
49215, 1327, 1
63366, 1885, 38
63934, 2165, 75
20679, 2514, 112
28024, 2864, 149
25010, 3353, 186
28567, 3701, 223
16341, 4051, 260
9010, 4540, 297
66123, 4888, 334
62943, 5238, 371
30219, 5657, 408
21745, 6076, 445
53918, 6426, 482
27272, 5099, 346
25418, 7333, 556
31685, 7683, 593
68815, 8101, 630
4207, 8451, 667
26156, 8800, 704
45173, 9080, 741
48685, 9568, 778
19663, 9918, 815
15345, 10476, 852
70658, 10895, 889
33001, 11174, 926
39493, 11524, 963
69960, 12013, 1000
53052, 12641, 1037
3884, 13130, 1074
58140, 13480, 1111
71197, 13968, 1148
43159, 14387, 1185
20398, 14736, 1222
63803, 15086, 1259
28020, 15155, 1296
38138, 15505, 1333
69925, 15994, 1370
34661, 16273, 1407
67084, 16832, 1444
51469, 17251, 1481
3805, 17461, 1518
25302, 17949, 1555
13754, 18298, 1592
35748, 18647, 1629
20633, 19067, 1666
5576, 19486, 1703
25443, 19695, 1740
42176, 20114, 1777
15932, 2374, 94
45957, 21092, 1851
28446, 21302, 1888
3692, 21651, 1925
15724, 21860, 1962
24534, 22978, 1999
55287, 22769, 2036
4560, 23816, 2073
41311, 24165, 2110
20235, 24445, 2147
36520, 25073, 2184
40597, 23327, 2039
47604, 25632, 2258
64839, 26121, 2295
40696, 25981, 2332
11669, 26330, 2369
42018, 26679, 2406
39578, 26958, 2443
29264, 27657, 2480
50862, 18927, 1693
20078, 28286, 2554
45076, 28774, 2591
5554, 29124, 2628
22440, 29473, 2665
20021, 29752, 2702
54065, 30102, 2739
11549, 30660, 2776
97, 30940, 2813
43972, 31289, 2850
23674, 31708, 2887
44427, 32197, 2924
43078, 32476, 2961
38993, 36527, 2998
60127, 33315, 3035
37042, 33524, 3072
26146, 35061, 3109
906, 35130, 3146
21676, 35619, 3183
72171, 36457, 3220
19578, 38343, 3257
61966, 36737, 3294
22682, 37225, 3331
604, 37016, 3368
21425, 37086, 3405
10086, 37435, 3442
67754, 37993, 3479
8599, 38273, 3516
66860, 38622, 3553
60499, 39042, 3590
13848, 39740, 3627
20537, 39809, 3664

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
3664, 1803, 39809,0, 20568


BST Search
Item, Running Time, Numer of comparisons
49215, 1956, 1
63366, 1397, 6
63934, 1397, 8
20679, 1467, 10
28024, 1466, 9
25010, 1467, 10
28567, 1537, 11
16341, 1537, 14
9010, 1536, 11
66123, 1537, 13
62943, 1537, 12
30219, 1327, 14
21745, 1606, 11
53918, 1606, 10
27272, 1467, 12
25418, 1606, 15
31685, 1467, 14
68815, 1536, 13
4207, 1536, 15
26156, 1537, 14
45173, 1467, 11
48685, 1606, 17
19663, 1536, 12
15345, 1537, 14
70658, 1536, 14
33001, 1466, 8
39493, 1467, 14
69960, 1536, 11
53052, 1606, 13
3884, 1606, 17
58140, 1606, 14
71197, 1537, 13
43159, 1536, 11
20398, 1537, 13
63803, 1537, 13
28020, 1397, 11
38138, 1467, 12
69925, 1466, 12
34661, 1466, 10
67084, 1327, 15
51469, 1187, 10
3805, 1606, 18
25302, 1606, 15
13754, 1467, 12
35748, 1467, 13
20633, 1536, 14
5576, 1746, 22
25443, 1606, 17
42176, 1536, 12
15932, 1397, 10
45957, 1537, 13
28446, 1606, 16
3692, 1676, 20
15724, 1466, 15
24534, 1536, 16
55287, 1536, 9
4560, 1676, 19
41311, 1606, 15
20235, 1536, 14
36520, 1536, 13
40597, 1606, 19
47604, 1606, 15
64839, 1607, 15
40696, 1677, 21
11669, 1677, 15
42018, 1537, 13
39578, 1606, 16
29264, 1536, 12
50862, 1537, 7
20078, 1606, 17
45076, 1536, 15
5554, 1746, 25
22440, 1677, 19
20021, 1536, 15
54065, 1606, 12
11549, 1536, 14
97, 1537, 11
43972, 1607, 16
23674, 1607, 12
44427, 1466, 12
43078, 1537, 13
38993, 1466, 10
60127, 1537, 14
37042, 1467, 10
26146, 1606, 15
906, 1676, 16
21676, 1606, 15
72171, 1676, 15
19578, 1607, 20
61966, 1606, 17
22682, 1606, 18
604, 1467, 11
21425, 1606, 18
10086, 1536, 10
67754, 1606, 13
8599, 1607, 16
66860, 1746, 20
60499, 1676, 17
13848, 1607, 17
20537, 1676, 17

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
25, 13, 1956,0, 1553


AVL Search
Item, Running Time, Numer of comparisons
49215, 1885, 2
63366, 1397, 5
63934, 1537, 9
20679, 1466, 8
28024, 1467, 11
25010, 1397, 6
28567, 1467, 8
16341, 1048, 8
9010, 1606, 11
66123, 1536, 10
62943, 1537, 12
30219, 1467, 9
21745, 1536, 13
53918, 1467, 10
27272, 1536, 9
25418, 1536, 10
31685, 1048, 8
68815, 1537, 10
4207, 1537, 9
26156, 1467, 8
45173, 1537, 11
48685, 1397, 9
19663, 1467, 11
15345, 1397, 10
70658, 2025, 12
33001, 1536, 9
39493, 1537, 11
69960, 1467, 11
53052, 1466, 10
3884, 1607, 12
58140, 1607, 13
71197, 1536, 12
43159, 1536, 12
20398, 1537, 11
63803, 1676, 11
28020, 1607, 12
38138, 1537, 12
69925, 1537, 12
34661, 1467, 11
67084, 1537, 11
51469, 1537, 11
3805, 1536, 12
25302, 1537, 11
13754, 1537, 12
35748, 1466, 10
20633, 1467, 11
5576, 1467, 11
25443, 1466, 12
42176, 1467, 11
15932, 1536, 8
45957, 1397, 11
28446, 1467, 10
3692, 1467, 12
15724, 1467, 13
24534, 1606, 12
55287, 1537, 13
4560, 1467, 11
41311, 1536, 11
20235, 1467, 12
36520, 1467, 9
40597, 1607, 12
47604, 1536, 13
64839, 1536, 12
40696, 1467, 12
11669, 1536, 11
42018, 1537, 12
39578, 1466, 11
29264, 1606, 11
50862, 1537, 11
20078, 1537, 14
45076, 1466, 11
5554, 1607, 14
22440, 1607, 13
20021, 1466, 12
54065, 1537, 13
11549, 1467, 11
97, 1467, 11
43972, 1536, 14
23674, 1537, 12
44427, 1467, 12
43078, 1536, 13
38993, 1537, 12
60127, 1536, 11
37042, 1537, 11
26146, 1467, 10
906, 1537, 13
21676, 1537, 13
72171, 1606, 12
19578, 1606, 14
61966, 1537, 14
22682, 1536, 13
604, 1536, 12
21425, 1537, 13
10086, 1607, 11
67754, 1606, 15
8599, 1536, 12
66860, 1537, 14
60499, 1676, 13
13848, 1606, 14
20537, 1537, 12

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
15, 11, 2025,0, 1520
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
14, 1118, 1
388, 1746, 39
817, 2165, 77
1255, 2585, 115
1717, 2934, 153
2156, 3352, 191
2584, 3702, 229
2950, 4120, 267
3292, 4470, 305
3741, 4959, 343
4126, 5308, 381
4459, 5657, 419
4865, 6216, 457
5270, 6705, 495
5743, 7124, 533
6134, 7404, 571
6523, 7822, 609
6906, 8241, 647
7336, 8521, 685
7750, 9010, 723
8131, 9428, 761
8587, 9917, 799
8979, 10267, 837
9353, 10686, 875
9814, 25772, 913
10237, 11523, 951
10554, 12641, 989
10965, 12362, 1027
11341, 12711, 1065
11675, 13200, 1103
12115, 13549, 1141
12513, 13828, 1179
12905, 14387, 1217
13297, 14666, 1255
13636, 15155, 1293
14005, 15575, 1331
14403, 15994, 1369
14805, 16413, 1407
15152, 16762, 1445
15543, 17251, 1483
15932, 17600, 1521
16325, 18019, 1559
16673, 28705, 1597
17114, 18857, 1635
17559, 19206, 1673
17961, 19556, 1711
18368, 20114, 1749
18755, 20463, 1787
19188, 20882, 1825
19559, 21301, 1863
19999, 21721, 1901
20383, 22210, 1939
20830, 22489, 1977
21275, 22908, 2015
21674, 23257, 2053
22063, 23746, 2091
22421, 24096, 2129
22834, 24584, 2167
23213, 24933, 2205
23612, 25352, 2243
24005, 25701, 2281
24401, 26190, 2319
24840, 26609, 2357
25256, 26889, 2395
25717, 27308, 2433
26105, 27796, 2471
26490, 28216, 2509
26875, 28495, 2547
27288, 29613, 2585
27654, 29403, 2623
28036, 29893, 2661
28470, 30241, 2699
28895, 30451, 2737
29268, 30940, 2775
29686, 31288, 2813
30102, 31778, 2851
30507, 32127, 2889
30907, 32615, 2927
31264, 32965, 2965
31692, 33384, 3003
32138, 33942, 3041
32483, 34222, 3079
32869, 34711, 3117
33265, 35130, 3155
33689, 35480, 3193
34025, 37016, 3231
34401, 36457, 3269
34783, 85486, 3307
35163, 37435, 3345
35623, 37645, 3383
36068, 38133, 3421
36427, 38692, 3459
36917, 38902, 3497
37333, 39460, 3535
37683, 50914, 3573
38073, 40787, 3611
38423, 40648, 3649
38826, 41206, 3687
39224, 61531, 3725
39612, 42045, 3763

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
3763, 1882, 85486,0, 22569


Binary Search
Item, Running Time, Numer of comparisons
14, 1537, 11
388, 1676, 12
817, 1607, 12
1255, 1677, 12
1717, 1607, 12
2156, 1606, 12
2584, 1536, 9
2950, 1607, 11
3292, 1536, 11
3741, 1606, 12
4126, 1606, 10
4459, 1467, 12
4865, 1606, 12
5270, 1676, 12
5743, 1606, 12
6134, 1606, 12
6523, 1676, 12
6906, 1676, 12
7336, 1676, 10
7750, 1606, 12
8131, 1606, 11
8587, 1536, 11
8979, 1676, 12
9353, 1536, 8
9814, 1606, 12
10237, 1606, 11
10554, 1607, 12
10965, 1676, 12
11341, 1815, 12
11675, 1606, 12
12115, 1606, 12
12513, 1536, 9
12905, 1815, 11
13297, 1606, 11
13636, 1536, 12
14005, 1606, 10
14403, 1536, 12
14805, 1187, 12
15152, 1676, 12
15543, 1815, 12
15932, 1607, 12
16325, 1607, 12
16673, 1676, 12
17114, 1606, 10
17559, 1746, 12
17961, 1676, 11
18368, 1537, 11
18755, 1677, 12
19188, 1537, 8
19559, 1677, 12
19999, 1677, 11
20383, 1607, 12
20830, 1607, 12
21275, 1537, 12
21674, 1537, 12
22063, 1606, 12
22421, 1466, 9
22834, 1537, 11
23213, 1537, 11
23612, 1606, 12
24005, 1536, 10
24401, 1536, 12
24840, 1606, 12
25256, 1676, 12
25717, 1606, 12
26105, 1607, 12
26490, 1676, 12
26875, 1676, 12
27288, 1467, 10
27654, 1607, 12
28036, 2026, 11
28470, 1537, 11
28895, 1606, 12
29268, 1397, 8
29686, 1537, 12
30102, 1537, 11
30507, 1606, 12
30907, 1466, 12
31264, 1537, 12
31692, 1607, 12
32138, 1536, 12
32483, 1467, 9
32869, 1606, 11
33265, 1606, 11
33689, 1467, 12
34025, 1536, 10
34401, 1537, 12
34783, 1536, 12
35163, 1537, 12
35623, 1676, 12
36068, 1537, 9
36427, 1467, 11
36917, 1536, 11
37333, 1537, 12
37683, 1537, 10
38073, 1536, 12
38423, 1537, 12
38826, 1606, 11
39224, 1466, 12
39612, 1537, 9

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
12, 11, 2026,0, 1590


BST Search
Item, Running Time, Numer of comparisons
14, 2584, 1
388, 1746, 39
817, 2026, 77
1255, 2445, 115
1717, 2864, 153
2156, 3213, 191
2584, 3561, 229
2950, 3911, 267
3292, 4330, 305
3741, 4680, 343
4126, 5029, 381
4459, 5377, 419
4865, 5797, 457
5270, 6216, 495
5743, 6635, 533
6134, 6914, 571
6523, 7403, 609
6906, 7822, 647
7336, 8311, 685
7750, 8521, 723
8131, 9010, 761
8587, 9359, 799
8979, 9708, 837
9353, 10127, 875
9814, 10546, 913
10237, 10895, 951
10554, 11314, 989
10965, 11663, 1027
11341, 12152, 1065
11675, 12431, 1103
12115, 13409, 1141
12513, 13061, 1179
12905, 13689, 1217
13297, 13969, 1255
13636, 14457, 1293
14005, 14737, 1331
14403, 15086, 1369
14805, 15575, 1407
15152, 15924, 1445
15543, 16412, 1483
15932, 16692, 1521
16325, 17042, 1559
16673, 17391, 1597
17114, 17809, 1635
17559, 18159, 1673
17961, 18578, 1711
18368, 18927, 1749
18755, 19346, 1787
19188, 19695, 1825
19559, 20045, 1863
19999, 20464, 1901
20383, 20742, 1939
20830, 21162, 1977
21275, 21581, 2015
21674, 22000, 2053
22063, 22279, 2091
22421, 22768, 2129
22834, 23117, 2167
23213, 23397, 2205
23612, 23816, 2243
24005, 24166, 2281
24401, 24305, 2319
24840, 24864, 2357
25256, 25283, 2395
25717, 25632, 2433
26105, 25980, 2471
26490, 26400, 2509
26875, 26749, 2547
27288, 27099, 2585
27654, 27448, 2623
28036, 27797, 2661
28470, 38832, 2699
28895, 28565, 2737
29268, 36317, 2775
29686, 29403, 2813
30102, 29683, 2851
30507, 30172, 2889
30907, 30520, 2927
31264, 30870, 2965
31692, 31219, 3003
32138, 31568, 3041
32483, 32057, 3079
32869, 32406, 3117
33265, 32826, 3155
33689, 33175, 3193
34025, 33174, 3231
34401, 33942, 3269
34783, 34292, 3307
35163, 34781, 3345
35623, 35130, 3383
36068, 35549, 3421
36427, 35899, 3459
36917, 36318, 3497
37333, 36667, 3535
37683, 37086, 3573
38073, 37434, 3611
38423, 37854, 3649
38826, 38203, 3687
39224, 38622, 3725
39612, 38972, 3763

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
3763, 1882, 38972,0, 20351


AVL Search
Item, Running Time, Numer of comparisons
14, 1746, 11
388, 1536, 11
817, 1536, 11
1255, 1536, 11
1717, 1397, 11
2156, 1467, 11
2584, 1466, 11
2950, 1467, 11
3292, 1466, 11
3741, 1537, 11
4126, 1536, 11
4459, 1537, 11
4865, 1466, 11
5270, 1467, 11
5743, 1536, 11
6134, 1537, 11
6523, 1466, 11
6906, 1537, 11
7336, 1466, 11
7750, 1397, 11
8131, 1397, 11
8587, 1537, 11
8979, 1466, 11
9353, 1467, 11
9814, 1466, 11
10237, 1537, 11
10554, 1467, 11
10965, 1536, 12
11341, 1466, 12
11675, 1537, 12
12115, 1537, 12
12513, 1536, 12
12905, 1606, 12
13297, 1537, 12
13636, 1537, 12
14005, 1536, 12
14403, 1467, 12
14805, 1537, 12
15152, 1467, 12
15543, 1467, 12
15932, 1467, 12
16325, 1536, 12
16673, 1537, 12
17114, 1467, 12
17559, 1536, 12
17961, 1467, 12
18368, 2095, 12
18755, 1536, 12
19188, 1536, 12
19559, 1606, 12
19999, 1607, 12
20383, 1606, 12
20830, 1607, 12
21275, 1466, 12
21674, 1606, 12
22063, 2165, 12
22421, 1537, 12
22834, 1537, 12
23213, 1537, 12
23612, 1536, 12
24005, 1537, 12
24401, 1606, 12
24840, 1467, 12
25256, 1606, 12
25717, 1607, 12
26105, 1537, 12
26490, 1606, 12
26875, 2025, 12
27288, 1536, 12
27654, 1537, 12
28036, 1537, 12
28470, 1536, 12
28895, 1537, 12
29268, 1537, 12
29686, 1466, 12
30102, 1537, 13
30507, 1466, 13
30907, 1537, 13
31264, 1536, 13
31692, 1467, 13
32138, 1536, 13
32483, 1536, 14
32869, 1537, 14
33265, 1466, 14
33689, 11594, 14
34025, 1537, 14
34401, 1537, 14
34783, 1536, 14
35163, 1606, 14
35623, 1607, 14
36068, 1537, 14
36427, 1606, 15
36917, 1467, 15
37333, 1537, 15
37683, 1537, 15
38073, 1537, 15
38423, 1536, 15
38826, 1537, 16
39224, 1536, 17
39612, 1537, 18

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
18, 12, 11594,0, 1642


Interpolation Search
Item, Running Time, Numer of comparisons
14, 1466, 1
388, 1606, 3
817, 1606, 2
1255, 1606, 3
1717, 1606, 4
2156, 1606, 4
2584, 1536, 4
2950, 1536, 4
3292, 1536, 4
3741, 1466, 4
4126, 1466, 4
4459, 1537, 4
4865, 1466, 3
5270, 1467, 3
5743, 1467, 3
6134, 1467, 4
6523, 1536, 4
6906, 1536, 4
7336, 1536, 4
7750, 1536, 4
8131, 1466, 4
8587, 1466, 4
8979, 1466, 4
9353, 1537, 4
9814, 1537, 3
10237, 1537, 5
10554, 1677, 4
10965, 1677, 4
11341, 1677, 4
11675, 1677, 4
12115, 1606, 4
12513, 1606, 3
12905, 1466, 3
13297, 1466, 4
13636, 1466, 3
14005, 1466, 2
14403, 1397, 2
14805, 1397, 2
15152, 1397, 4
15543, 1397, 3
15932, 1466, 3
16325, 1466, 4
16673, 1397, 3
17114, 1397, 4
17559, 1397, 3
17961, 1397, 3
18368, 1397, 4
18755, 1397, 3
19188, 1467, 3
19559, 1467, 3
19999, 1396, 2
20383, 1467, 3
20830, 1467, 3
21275, 1467, 3
21674, 1466, 4
22063, 1466, 4
22421, 1466, 3
22834, 1466, 3
23213, 1466, 2
23612, 1466, 2
24005, 1466, 2
24401, 1397, 2
24840, 1467, 3
25256, 1466, 3
25717, 1466, 3
26105, 1466, 4
26490, 1466, 3
26875, 1466, 3
27288, 1466, 4
27654, 1466, 3
28036, 1467, 3
28470, 1536, 4
28895, 1397, 3
29268, 1537, 4
29686, 1537, 3
30102, 1467, 4
30507, 1467, 4
30907, 1467, 3
31264, 1466, 3
31692, 1466, 4
32138, 1466, 3
32483, 1466, 4
32869, 1467, 3
33265, 1467, 4
33689, 1467, 3
34025, 1466, 3
34401, 1466, 2
34783, 1466, 3
35163, 1467, 3
35623, 1467, 3
36068, 1396, 3
36427, 1396, 3
36917, 1466, 3
37333, 1466, 4
37683, 1466, 3
38073, 1466, 3
38423, 1467, 3
38826, 1397, 3
39224, 1397, 3
39612, 1397, 3

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
5, 3, 1677,0, 1481
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
68021, 1397, 1
61492, 1746, 39
22166, 2235, 77
5217, 2444, 115
67117, 2863, 153
27749, 3422, 191
70275, 3702, 229
23755, 3981, 267
50097, 4540, 305
58274, 4959, 343
26074, 5378, 381
52783, 5727, 419
40949, 6146, 457
72465, 6565, 495
18190, 6984, 533
45987, 7403, 571
52576, 7822, 609
51930, 8241, 647
12201, 8661, 685
4565, 9010, 723
58052, 9498, 761
45263, 9777, 799
38206, 10267, 837
32077, 10756, 875
43841, 11035, 913
22051, 11594, 951
39716, 11873, 989
3201, 12432, 1027
11584, 12781, 1065
36791, 13061, 1103
46120, 13479, 1141
23201, 13758, 1179
30148, 14178, 1217
65434, 14667, 1255
31983, 15016, 1293
11399, 15365, 1331
4234, 16622, 1369
13610, 16273, 1407
41146, 16832, 1445
27349, 17112, 1483
18880, 17461, 1521
19933, 18019, 1559
66655, 18298, 1597
29591, 18648, 1635
26258, 19136, 1673
11768, 19625, 1711
56633, 19975, 1749
31876, 20394, 1787
70738, 20813, 1825
7446, 20882, 1863
61474, 21301, 1901
41889, 21930, 1939
434, 22140, 1977
61484, 22489, 2015
52687, 22838, 2053
52382, 23467, 2091
52247, 23886, 2129
73605, 24095, 2167
9331, 24514, 2205
20011, 25003, 2243
5754, 25492, 2281
8178, 25701, 2319
74306, 26190, 2357
6670, 11873, 991
13861, 27168, 2433
33511, 27657, 2471
16213, 27867, 2509
61144, 28356, 2547
49978, 28775, 2585
22649, 28985, 2623
2261, 29473, 2661
19768, 29892, 2699
60205, 30172, 2737
75314, 30591, 2775
22632, 31149, 2813
39895, 31917, 2851
16656, 31638, 2889
73392, 32127, 2927
72340, 32476, 2965
38216, 33035, 3003
52559, 33384, 3041
57822, 33664, 3079
4677, 33943, 3117
25624, 34501, 3155
63562, 34920, 3193
52389, 35549, 3231
5157, 35619, 3256
35627, 36038, 3307
7339, 36527, 3345
57757, 36737, 3383
18205, 37575, 3421
73465, 37924, 3459
19253, 38483, 3497
61401, 38972, 3535
2318, 39111, 3573
60101, 39810, 3611
20652, 40229, 3649
32423, 40368, 3687
2089, 31428, 2859
14345, 41346, 3763

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
3763, 1859, 41346,0, 21011


BST Search
Item, Running Time, Numer of comparisons
68021, 2235, 1
61492, 1536, 9
22166, 1467, 11
5217, 1536, 12
67117, 1467, 9
27749, 1536, 13
70275, 1467, 7
23755, 1467, 12
50097, 1537, 11
58274, 1607, 15
26074, 1607, 17
52783, 1537, 11
40949, 1536, 13
72465, 1466, 10
18190, 1606, 12
45987, 1676, 15
52576, 1466, 13
51930, 1536, 13
12201, 1606, 11
4565, 1676, 19
58052, 1537, 16
45263, 1607, 17
38206, 1607, 16
32077, 1607, 15
43841, 1537, 14
22051, 1537, 15
39716, 1536, 13
3201, 1677, 22
11584, 1536, 16
36791, 1606, 15
46120, 1676, 21
23201, 1536, 15
30148, 1536, 15
65434, 1537, 12
31983, 1606, 16
11399, 1536, 15
4234, 1606, 18
13610, 1606, 14
41146, 1536, 12
27349, 1746, 22
18880, 1536, 14
19933, 1606, 17
66655, 1536, 14
29591, 1676, 16
26258, 1676, 21
11768, 1676, 13
56633, 1536, 13
31876, 1536, 15
70738, 1606, 13
7446, 1536, 14
61474, 1467, 14
41889, 1537, 16
434, 1607, 16
61484, 1536, 15
52687, 1536, 13
52382, 1676, 16
52247, 1536, 16
73605, 1467, 12
9331, 1537, 13
20011, 157702, 17
5754, 1676, 16
8178, 1537, 10
74306, 1676, 13
6670, 1536, 12
13861, 1607, 13
